;=================================================
;区域怪物刷新文件
;=================================================

;Index	Map_ID	Map_X	Map_Y	Mon_ID	Active	Area	Count	Mon_ZenTime	Small_ZenRate	MonItemFile

;弓手警戒兵============================================================
;飞天县
1	1	665	87	18	True	0	1	10	
2	1	665	86	18	True	0	1	10	
3	1	671	94	18	True	0	1	10	
4	1	672	93	18	True	0	1	10	
;毒蛇山谷
5	64	417	558	18	True	0	1	10	
6	64	416	559	18	True	0	1	10	
7	64	423	566	18	True	0	1	10	
8	64	424	565	18	True	0	1	10	
;飞天县
9	1	340	513	18	True	0	1	10	
10	1	341	514	18	True	0	1	10	
11	1	367	487	18	True	0	1	10	
12	1	368	488	18	True	0	1	10	
13	1	318	244	18	True	0	1	10	
14	1	300	207	18	True	0	1	10	
15	1	310	227	18	True	0	1	10	
16	1	313	230	18	True	0	1	10	
17	1	309	286	18	True	0	1	10	
18	1	329	289	18	True	0	1	10	
19	1	355	280	18	True	0	1	10	
20	1	362	301	18	True	0	1	10	
21	1	374	291	18	True	0	1	10	
22	1	334	272	18	True	0	1	10	
23	1	321	257	18	True	0	1	10	
24	1	301	319	18	True	0	1	10	
25	1	335	309	18	True	0	1	10	
26	1	339	313	18	True	0	1	10	
;27:弓手警戒兵 3(盟重县 X:325,Y311)
27	106	325	311	18	True	0	1	10	
28	106	348	332	18	True	0	1	10	
29	106	296	334	18	True	0	1	10	
30	106	302	340	18	True	0	1	10	
31	106	305	290	18	True	0	1	10	
32	106	288	305	18	True	0	1	10	
33	106	302	370	18	True	0	1	10	
34	106	336	321	18	True	0	1	10	
35	106	303	302	18	True	0	1	10	
36	106	339	313	18	True	0	1	10	
37	106	304	303	18	True	0	1	10	
38	106	307	303	18	True	0	1	10	
39	64	510	479	18	True	0	1	10	
40	64	508	492	18	True	0	1	10	
41:弓手警戒兵 0(飞天县 X:320,Y36)	
41	1	320	36	18	True	0	1	10	
42	1	327	42	18	True	0	1	10	
;43:弓手警戒兵 1(우면숲 X:566,Y544)
43	53	566	544	18	True	0	1	10	
44	53	555	544	18	True	0	1	10	
;45:弓手警戒兵 3(盟重县 X:273,Y743)
45	106	273	743	18	True	0	1	10	
46	106	272	744	18	True	0	1	10	
47	106	512	770	18	True	0	1	10	
48	106	519	777	18	True	0	1	10	
;49:弓手警戒兵 2(毒蛇山谷 X:292,Y60)
49	64	292	60	18	True	0	1	10	
50	64	298	65	18	True	0	1	10	
51	64	552	80	18	True	0	1	10	
52	64	560	88	18	True	0	1	10	
;53:弓手警戒兵 E605(连接通道 X:11,Y62)
53	219	11	62	18	True	0	1	10	
54	219	15	68	18	True	0	1	10	
;55:弓手警戒兵 D601(절명1층남쪽 X:13,Y196)
55	188	13	196	18	True	0	1	10	
56	188	7	201	18	True	0	1	10	
;57:弓手警戒兵 E601(连接通道 X:139,Y13)
57	215	139	13	18	True	0	1	10	
58	215	138	12	18	True	0	1	10	
;59:鸡 0(飞天县 X:350,Y200)
59	1	350	200	34	True	25	5	5	
60	1	280	260	34	True	25	5	5	
61	1	405	240	34	True	25	5	5	
62	1	340	310	34	True	25	5	5	
63	1	110	60	243	True	70	10	4	
64	1	110	80	4	True	60	10	4	
65	1	220	60	243	True	60	10	4	
